code_5,code_4,code_3,code_2,code_1,libelle_5,libelle_4,libelle_3,libelle_2,libelle_1
20.20Z,20.20,20.2,20,C,Fabrication de pesticides et d'autres produits agrochimiques,Fabrication de pesticides et d'autres produits agrochimiques,Fabrication de pesticides et d'autres produits agrochimiques,Industrie chimique,Industrie manufacturière
20.30Z,20.30,20.3,20,C,Fabrication de peintures vernis encres et mastics,Fabrication de peintures vernis encres et mastics,Fabrication de peintures vernis encres et mastics,Industrie chimique,Industrie manufacturière
20.41Z,20.41,20.4,20,C,Fabrication de savons détergents et produits d'entretien,Fabrication de savons détergents et produits d'entretien,Fabrication de savons de produits d'entretien et de parfums,Industrie chimique,Industrie manufacturière
20.42Z,20.42,20.4,20,C,Fabrication de parfums et de produits pour la toilette,Fabrication de parfums et de produits pour la toilette,Fabrication de savons de produits d'entretien et de parfums,Industrie chimique,Industrie manufacturière
20.51Z,20.51,20.5,20,C,Fabrication de produits explosifs,Fabrication de produits explosifs,Fabrication d'autres produits chimiques,Industrie chimique,Industrie manufacturière
20.52Z,20.52,20.5,20,C,Fabrication de colles,Fabrication de colles,Fabrication d'autres produits chimiques,Industrie chimique,Industrie manufacturière
20.53Z,20.53,20.5,20,C,Fabrication d'huiles essentielles,Fabrication d'huiles essentielles,Fabrication d'autres produits chimiques,Industrie chimique,Industrie manufacturière
20.59Z,20.59,20.5,20,C,Fabrication d'autres produits chimiques n.c.a.,Fabrication d'autres produits chimiques n.c.a.,Fabrication d'autres produits chimiques,Industrie chimique,Industrie manufacturière
20.60Z,20.60,20.6,20,C,Fabrication de fibres artificielles ou synthétiques,Fabrication de fibres artificielles ou synthétiques,Fabrication de fibres artificielles ou synthétiques,Industrie chimique,Industrie manufacturière
21.10Z,21.10,21.1,21,C,Fabrication de produits pharmaceutiques de base,Fabrication de produits pharmaceutiques de base,Fabrication de produits pharmaceutiques de base,Industrie pharmaceutique,Industrie manufacturière
21.20Z,21.20,21.2,21,C,Fabrication de préparations pharmaceutiques,Fabrication de préparations pharmaceutiques,Fabrication de préparations pharmaceutiques,Industrie pharmaceutique,Industrie manufacturière
22.11Z,22.11,22.1,22,C,Fabrication et rechapage de pneumatiques,Fabrication et rechapage de pneumatiques,Fabrication de produits en caoutchouc,Fabrication de produits en caoutchouc et en plastique,Industrie manufacturière
22.19Z,22.19,22.1,22,C,Fabrication d'autres articles en caoutchouc,Fabrication d'autres articles en caoutchouc,Fabrication de produits en caoutchouc,Fabrication de produits en caoutchouc et en plastique,Industrie manufacturière
22.21Z,22.21,22.2,22,C,Fabrication de plaques feuilles tubes et profilés en matières plastiques,Fabrication de plaques feuilles tubes et profilés en matières plastiques,Fabrication de produits en plastique,Fabrication de produits en caoutchouc et en plastique,Industrie manufacturière
22.22Z,22.22,22.2,22,C,Fabrication d'emballages en matières plastiques,Fabrication d'emballages en matières plastiques,Fabrication de produits en plastique,Fabrication de produits en caoutchouc et en plastique,Industrie manufacturière
22.23Z,22.23,22.2,22,C,Fabrication d'éléments en matières plastiques pour la construction,Fabrication d'éléments en matières plastiques pour la construction,Fabrication de produits en plastique,Fabrication de produits en caoutchouc et en plastique,Industrie manufacturière
22.29A,22.29,22.2,22,C,Fabrication de pièces techniques à base de matières plastiques,Fabrication d'autres articles en matières plastiques,Fabrication de produits en plastique,Fabrication de produits en caoutchouc et en plastique,Industrie manufacturière
22.29B,22.29,22.2,22,C,Fabrication de produits de consommation courante en matières plastiques,Fabrication d'autres articles en matières plastiques,Fabrication de produits en plastique,Fabrication de produits en caoutchouc et en plastique,Industrie manufacturière
23.11Z,23.11,23.1,23,C,Fabrication de verre plat,Fabrication de verre plat,Fabrication de verre et d'articles en verre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.12Z,23.12,23.1,23,C,Façonnage et transformation du verre plat,Façonnage et transformation du verre plat,Fabrication de verre et d'articles en verre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.13Z,23.13,23.1,23,C,Fabrication de verre creux,Fabrication de verre creux,Fabrication de verre et d'articles en verre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.14Z,23.14,23.1,23,C,Fabrication de fibres de verre,Fabrication de fibres de verre,Fabrication de verre et d'articles en verre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.19Z,23.19,23.1,23,C,Fabrication et façonnage d'autres articles en verre y compris verre technique,Fabrication et façonnage d'autres articles en verre y compris verre technique,Fabrication de verre et d'articles en verre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.20Z,23.20,23.2,23,C,Fabrication de produits réfractaires,Fabrication de produits réfractaires,Fabrication de produits réfractaires,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.31Z,23.31,23.3,23,C,Fabrication de carreaux en céramique,Fabrication de carreaux en céramique,Fabrication de matériaux de construction en terre cuite,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.32Z,23.32,23.3,23,C,Fabrication de briques tuiles et produits de construction en terre cuite,Fabrication de briques tuiles et produits de construction en terre cuite,Fabrication de matériaux de construction en terre cuite,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.41Z,23.41,23.4,23,C,Fabrication d'articles céramiques à usage domestique ou ornemental,Fabrication d'articles céramiques à usage domestique ou ornemental,Fabrication d'autres produits en céramique et en porcelaine,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.42Z,23.42,23.4,23,C,Fabrication d'appareils sanitaires en céramique,Fabrication d'appareils sanitaires en céramique,Fabrication d'autres produits en céramique et en porcelaine,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.43Z,23.43,23.4,23,C,Fabrication d'isolateurs et pièces isolantes en céramique,Fabrication d'isolateurs et pièces isolantes en céramique,Fabrication d'autres produits en céramique et en porcelaine,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.44Z,23.44,23.4,23,C,Fabrication d'autres produits céramiques à usage technique,Fabrication d'autres produits céramiques à usage technique,Fabrication d'autres produits en céramique et en porcelaine,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.49Z,23.49,23.4,23,C,Fabrication d'autres produits céramiques,Fabrication d'autres produits céramiques,Fabrication d'autres produits en céramique et en porcelaine,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.51Z,23.51,23.5,23,C,Fabrication de ciment,Fabrication de ciment,Fabrication de ciment chaux et plâtre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.52Z,23.52,23.5,23,C,Fabrication de chaux et plâtre,Fabrication de chaux et plâtre,Fabrication de ciment chaux et plâtre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.61Z,23.61,23.6,23,C,Fabrication d'éléments en béton pour la construction,Fabrication d'éléments en béton pour la construction,Fabrication d'ouvrages en béton en ciment ou en plâtre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.62Z,23.62,23.6,23,C,Fabrication d'éléments en plâtre pour la construction,Fabrication d'éléments en plâtre pour la construction,Fabrication d'ouvrages en béton en ciment ou en plâtre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.63Z,23.63,23.6,23,C,Fabrication de béton prêt à l'emploi,Fabrication de béton prêt à l'emploi,Fabrication d'ouvrages en béton en ciment ou en plâtre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.64Z,23.64,23.6,23,C,Fabrication de mortiers et bétons secs,Fabrication de mortiers et bétons secs,Fabrication d'ouvrages en béton en ciment ou en plâtre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.65Z,23.65,23.6,23,C,Fabrication d'ouvrages en fibre-ciment,Fabrication d'ouvrages en fibre-ciment,Fabrication d'ouvrages en béton en ciment ou en plâtre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.69Z,23.69,23.6,23,C,Fabrication d'autres ouvrages en béton en ciment ou en plâtre,Fabrication d'autres ouvrages en béton en ciment ou en plâtre,Fabrication d'ouvrages en béton en ciment ou en plâtre,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.70Z,23.70,23.7,23,C,Taille façonnage et finissage de pierres,Taille façonnage et finissage de pierres,Taille façonnage et finissage de pierres,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.91Z,23.91,23.9,23,C,Fabrication de produits abrasifs,Fabrication de produits abrasifs,Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a.,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
23.99Z,23.99,23.9,23,C,Fabrication d'autres produits minéraux non métalliques n.c.a.,Fabrication d'autres produits minéraux non métalliques n.c.a.,Fabrication de produits abrasifs et de produits minéraux non métalliques n.c.a.,Fabrication d'autres produits minéraux non métalliques,Industrie manufacturière
24.10Z,24.10,24.1,24,C,Sidérurgie,Sidérurgie,Sidérurgie,Métallurgie,Industrie manufacturière
24.20Z,24.20,24.2,24,C,Fabrication de tubes tuyaux profilés creux et accessoires correspondants en acier,Fabrication de tubes tuyaux profilés creux et accessoires correspondants en acier,Fabrication de tubes tuyaux profilés creux et accessoires correspondants en acier,Métallurgie,Industrie manufacturière
24.31Z,24.31,24.3,24,C,Étirage à froid de barres,Étirage à froid de barres,Fabrication d'autres produits de première transformation de l'acier,Métallurgie,Industrie manufacturière
24.32Z,24.32,24.3,24,C,Laminage à froid de feuillards,Laminage à froid de feuillards,Fabrication d'autres produits de première transformation de l'acier,Métallurgie,Industrie manufacturière
24.33Z,24.33,24.3,24,C,Profilage à froid par formage ou pliage,Profilage à froid par formage ou pliage,Fabrication d'autres produits de première transformation de l'acier,Métallurgie,Industrie manufacturière
24.34Z,24.34,24.3,24,C,Tréfilage à froid,Tréfilage à froid,Fabrication d'autres produits de première transformation de l'acier,Métallurgie,Industrie manufacturière
24.41Z,24.41,24.4,24,C,Production de métaux précieux,Production de métaux précieux,Production de métaux précieux et d'autres métaux non ferreux,Métallurgie,Industrie manufacturière
24.42Z,24.42,24.4,24,C,Métallurgie de l'aluminium,Métallurgie de l'aluminium,Production de métaux précieux et d'autres métaux non ferreux,Métallurgie,Industrie manufacturière
24.43Z,24.43,24.4,24,C,Métallurgie du plomb du zinc ou de l'étain,Métallurgie du plomb du zinc ou de l'étain,Production de métaux précieux et d'autres métaux non ferreux,Métallurgie,Industrie manufacturière
24.44Z,24.44,24.4,24,C,Métallurgie du cuivre,Métallurgie du cuivre,Production de métaux précieux et d'autres métaux non ferreux,Métallurgie,Industrie manufacturière
24.45Z,24.45,24.4,24,C,Métallurgie des autres métaux non ferreux,Métallurgie des autres métaux non ferreux,Production de métaux précieux et d'autres métaux non ferreux,Métallurgie,Industrie manufacturière
